Run Name,Run ID,State,Commit,Logic,Eval Return,Retrieval Enable,Warmup Steps,Calculated Warmup Steps,Dynamic Warmup Delay Steps,Dynamic Warmup Target Steps,Min Warmup Steps,Batch Size Reduction,Z Score Threshold,Hash Bits,Retrieval Target,Anchor Weight,Seed,Created At
Breakout_jzgh0p3a_3710_O,jzgh0p3a,finished,ae8b006,num_valid_anchors,15.1,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-25T18:15:08Z
ChopperCommand_6rblogus_710_O,6rblogus,finished,ae8b006,num_valid_anchors,970,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,710,2026-08-25T21:03:28Z
ChopperCommand_fhlq8r7s_3710_O,fhlq8r7s,finished,ae8b006,num_valid_anchors,1445,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-25T21:12:53Z
Amidar_kyeonn2o_5090_O,kyeonn2o,finished,ccbe43f,num_valid_anchors,147.8,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-25T22:19:29Z
BankHeist_ceqgjdng_2000_O,ceqgjdng,finished,ccbe43f,num_valid_anchors,169.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T22:40:25Z
Kangaroo_vb9yu9sk_2000_O,vb9yu9sk,finished,ccbe43f,num_valid_anchors,1590,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T23:05:43Z
CrazyClimber_jaj4v6zz_3710_O,jaj4v6zz,finished,980b727,num_valid_anchors,53655,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-26T03:20:25Z
KungFuMaster_fbbwodgs_2000_O,fbbwodgs,finished,ccbe43f,num_valid_anchors,20245,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-26T06:02:20Z
Pong_0p0mw23k_2000_O,0p0mw23k,finished,ccbe43f,num_valid_anchors,9.8,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-26T06:27:12Z
BattleZone_xvqt6x89_5090_O,xvqt6x89,finished,be2784f,num_valid_anchors,11950,True,-1,53625,3000,20000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-26T09:52:18Z
Frostbite_ip93mbki_10_O,ip93mbki,finished,be2784f,num_valid_anchors,2293.5,True,-1,20003,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-26T10:31:09Z
Frostbite_qw6u4tmx_710_O,qw6u4tmx,finished,be2784f,num_valid_anchors,2391,True,-1,20002,3000,20000,5000,retrieved,3.5,10,16,N/A,710,2026-08-26T12:16:26Z
Frostbite_6ra3q6rn_3710_O,6ra3q6rn,finished,be2784f,num_valid_anchors,2323,True,-1,20002,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-26T13:38:56Z
BattleZone_6ipnvq5i_2000_O,6ipnvq5i,finished,be2784f,num_valid_anchors,5750,True,-1,37007,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-26T13:53:46Z
BattleZone_ojcf7kyq_2010_O,ojcf7kyq,finished,be2784f,num_valid_anchors,16300,True,-1,90001,3000,20000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-26T14:18:06Z
Qbert_7pdfcnet_10_O,7pdfcnet,finished,be2784f,num_valid_anchors,1480,True,-1,51659,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-26T15:12:49Z
Qbert_l6ahcq4x_1_O,l6ahcq4x,finished,be2784f,num_valid_anchors,2701.25,True,-1,33855,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-26T16:32:39Z
Qbert_cm6ibxi6_3710_O,cm6ibxi6,finished,be2784f,num_valid_anchors,2593.75,True,-1,20003,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-26T18:01:52Z
Alien_fumxny3i_1_O,fumxny3i,finished,be2784f,num_valid_anchors,983,True,-1,20671,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-26T19:21:37Z
Amidar_k26o75oe_1_O,k26o75oe,finished,be2784f,num_valid_anchors,153.75,True,-1,74351,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-26T20:55:13Z
Assault_zhraza4t_1_O,zhraza4t,finished,be2784f,num_valid_anchors,732.35,True,-1,90001,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-26T22:10:38Z
Frostbite_26s8ihbt_10_O,26s8ihbt,finished,cc2fddb,num_valid_anchors,2703,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-26T23:48:53Z
Alien_cxx91ikm_2000_O,cxx91ikm,finished,cc2fddb,num_valid_anchors,680,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-26T23:57:26Z
Assault_yuy4g3q5_2000_O,yuy4g3q5,finished,cc2fddb,num_valid_anchors,616.3,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-26T23:57:28Z
Alien_jrbzuj4r_5090_O,jrbzuj4r,finished,be2784f,num_valid_anchors,799.5,True,-1,56602,3000,20000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-27T00:37:01Z
Frostbite_sq7mvk2j_710_O,sq7mvk2j,finished,cc2fddb,num_valid_anchors,1873,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,710,2026-08-27T01:02:54Z
Frostbite_b4gtlqa3_3710_O,b4gtlqa3,finished,cc2fddb,num_valid_anchors,2814.5,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-27T03:09:42Z
Qbert_ynfxmm3k_10_O,ynfxmm3k,finished,cc2fddb,num_valid_anchors,3393.75,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-27T04:02:36Z
BattleZone_8gubpw1v_2000_O,8gubpw1v,finished,cc2fddb,num_valid_anchors,7150,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-27T08:12:57Z
BattleZone_snnlctrd_2010_O,snnlctrd,finished,cc2fddb,num_valid_anchors,14050,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-27T08:17:00Z
Qbert_pfmxwo9j_1_O,pfmxwo9j,finished,0b6fbd4,num_valid_anchors,3285,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-27T15:05:29Z
Qbert_7lusf6ev_3710_O,7lusf6ev,finished,0b6fbd4,num_valid_anchors,2695,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-27T15:05:32Z
Krull_qud7pipx_2000_O,qud7pipx,finished,0b6fbd4,num_valid_anchors,4330,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-27T15:32:26Z
Amidar_vpaeydrx_5090_O,vpaeydrx,finished,be2784f,num_valid_anchors,192.6,True,-1,90001,3000,20000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-27T15:45:08Z
Krull_35m8bcuz_2010_O,35m8bcuz,finished,0b6fbd4,num_valid_anchors,5190,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-27T15:48:49Z
Alien_rn002wm5_1_O,rn002wm5,finished,0b6fbd4,num_valid_anchors,1065.5,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-27T17:50:25Z
Amidar_ptpioq2v_1_O,ptpioq2v,finished,0b6fbd4,num_valid_anchors,108.4,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-27T18:02:31Z
Assault_7rv1july_1_O,7rv1july,finished,0b6fbd4,num_valid_anchors,738.65,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-27T20:33:26Z
Asterix_sohz0sb0_10_O,sohz0sb0,finished,0b6fbd4,num_valid_anchors,622.5,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-27T20:50:11Z
BankHeist_r1e8e547_2000_O,r1e8e547,finished,0b6fbd4,num_valid_anchors,155.5,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-27T22:56:54Z
Kangaroo_z6z7r1px_2000_O,z6z7r1px,finished,0b6fbd4,num_valid_anchors,1450,True,60000,60000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-27T23:09:15Z
Frostbite_nbqrmfba_10_O,nbqrmfba,finished,0b6fbd4,num_valid_anchors,2282.5,True,40000,40000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T00:56:39Z
Frostbite_emqc78e7_710_O,emqc78e7,finished,0b6fbd4,num_valid_anchors,1957,True,40000,40000,3000,20000,5000,retrieved,3.5,10,16,N/A,710,2026-08-28T02:06:41Z
Frostbite_0p8v93qw_3710_O,0p8v93qw,finished,0b6fbd4,num_valid_anchors,2859.5,True,40000,40000,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T04:02:34Z
Qbert_1j13nt0y_10_O,1j13nt0y,finished,0b6fbd4,num_valid_anchors,1551.25,True,40000,40000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T05:08:01Z
BattleZone_5u4qpfps_2000_O,5u4qpfps,finished,0b6fbd4,num_valid_anchors,6850,True,40000,40000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T06:22:21Z
Amidar_9e32wvx1_2000_O,9e32wvx1,finished,5da3be8,num_valid_anchors,129.4,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T06:36:55Z
Qbert_xiph2t3p_3710_X,xiph2t3p,finished,5da3be8,num_valid_anchors,2940,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T06:53:30Z
Amidar_rzvmg6ep_1_X,rzvmg6ep,finished,5da3be8,num_valid_anchors,194.95,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,1,2026-08-28T07:58:09Z
Frostbite_b7ey2flp_6000_X,b7ey2flp,finished,c2bb03c,num_valid_anchors,2639,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T08:26:19Z
Frostbite_k103suuy_6000_O,k103suuy,finished,c2bb03c,num_valid_anchors,2474,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T08:27:03Z
Frostbite_8ezvqk8p_6010_X,8ezvqk8p,finished,c2bb03c,num_valid_anchors,255,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-28T08:27:36Z
Frostbite_vdgyhl39_6010_O,vdgyhl39,finished,c2bb03c,num_valid_anchors,251,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-28T08:27:45Z
Asterix_1jd8nkls_10_X,1jd8nkls,finished,5da3be8,num_valid_anchors,530,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T09:30:09Z
Asterix_0594ds6t_3710_X,0594ds6t,finished,5da3be8,num_valid_anchors,562.5,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T10:36:48Z
Boxing_184vzsq3_10_X,184vzsq3,finished,5da3be8,num_valid_anchors,68.6,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T12:15:39Z
Breakout_km8e9105_10_X,km8e9105,finished,5da3be8,num_valid_anchors,11.4,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T13:14:22Z
UpNDown_0tmu53og_6000_X,0tmu53og,finished,c2bb03c,num_valid_anchors,6104.5,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T13:25:02Z
UpNDown_n9qrg0xz_6000_O,n9qrg0xz,finished,c2bb03c,num_valid_anchors,6043,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T13:25:44Z
UpNDown_8yec9n7j_6010_X,8yec9n7j,finished,c2bb03c,num_valid_anchors,5752.5,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-28T13:35:32Z
UpNDown_n7mei9h1_6010_O,n7mei9h1,finished,c2bb03c,num_valid_anchors,6658,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-28T13:48:54Z
Boxing_ut7qlpz8_2000_O,ut7qlpz8,finished,5da3be8,num_valid_anchors,78.5,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T14:15:43Z
Breakout_4pm5b0eb_2000_O,4pm5b0eb,finished,5da3be8,num_valid_anchors,9.3,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T14:20:07Z
Breakout_21dfi122_3710_X,21dfi122,finished,5da3be8,num_valid_anchors,14,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T15:01:44Z
ChopperCommand_sz253i2k_710_X,sz253i2k,finished,5da3be8,num_valid_anchors,1980,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,710,2026-08-28T15:51:42Z
ChopperCommand_5ih832yt_3710_X,5ih832yt,finished,5da3be8,num_valid_anchors,1345,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T17:39:29Z
UpNDown_7pp2pihj_6020_X,7pp2pihj,finished,c2bb03c,num_valid_anchors,3095,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6020,2026-08-28T18:25:06Z
UpNDown_ii8y5agx_6020_O,ii8y5agx,finished,c2bb03c,num_valid_anchors,2974.5,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6020,2026-08-28T18:35:01Z
CrazyClimber_7yhsfsa7_10_X,7yhsfsa7,finished,5da3be8,num_valid_anchors,46620,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T18:35:44Z
Qbert_h30vjlr1_6000_X,h30vjlr1,finished,c2bb03c,num_valid_anchors,3095,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T18:57:15Z
Qbert_xp0j5gtz_6000_O,xp0j5gtz,finished,c2bb03c,num_valid_anchors,2895,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T19:21:22Z
CrazyClimber_4ngtu7az_10_O,4ngtu7az,finished,5da3be8,num_valid_anchors,56795,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T20:17:23Z
CrazyClimber_sbhhiqzl_3710_X,sbhhiqzl,finished,5da3be8,num_valid_anchors,66125,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-28T21:25:28Z
ChopperCommand_nh0sgtk0_2000_O,nh0sgtk0,finished,5da3be8,num_valid_anchors,1260,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T22:09:24Z
CrazyClimber_k526n304_2000_O,k526n304,finished,5da3be8,num_valid_anchors,63275,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-28T22:16:34Z
DemonAttack_6liiyoxb_10_O,6liiyoxb,finished,5da3be8,num_valid_anchors,150.75,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-28T23:07:07Z
BattleZone_fa8ix4yx_6000_X,fa8ix4yx,finished,c2bb03c,num_valid_anchors,14800,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T23:24:30Z
BattleZone_lssk1135_6000_O,lssk1135,finished,c2bb03c,num_valid_anchors,14350,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-28T23:53:55Z
BattleZone_c3erizhd_6010_X,c3erizhd,finished,c2bb03c,num_valid_anchors,9250,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-29T00:03:57Z
Gopher_7no95xi5_10_O,7no95xi5,finished,5da3be8,num_valid_anchors,3327,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-29T00:11:47Z
BattleZone_m3fx9gdn_6010_O,m3fx9gdn,finished,c2bb03c,num_valid_anchors,5650,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-29T00:33:15Z
Gopher_w8pqdyqr_3710_O,w8pqdyqr,finished,5da3be8,num_valid_anchors,3829,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-29T02:06:32Z
Hero_asyvz492_10_O,asyvz492,finished,5da3be8,num_valid_anchors,13251.25,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-29T03:09:18Z
BattleZone_ebq476c0_6020_X,ebq476c0,finished,c2bb03c,num_valid_anchors,7950,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6020,2026-08-29T04:22:31Z
BattleZone_7ejjjrg1_6020_O,7ejjjrg1,finished,c2bb03c,num_valid_anchors,10850,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6020,2026-08-29T05:00:28Z
Hero_kztho94s_710_O,kztho94s,finished,5da3be8,num_valid_anchors,13231.5,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,710,2026-08-29T05:03:44Z
Alien_dc4wnk4y_6000_X,dc4wnk4y,finished,c2bb03c,num_valid_anchors,1411,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-29T05:13:30Z
DemonAttack_38jfqwlr_2000_O,38jfqwlr,finished,5da3be8,num_valid_anchors,192.25,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-29T05:39:09Z
Qbert_x6t8pgi6_2000_O,x6t8pgi6,finished,5da3be8,num_valid_anchors,2608.75,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-29T05:47:57Z
Alien_gnk3r4hj_6000_O,gnk3r4hj,finished,c2bb03c,num_valid_anchors,1400,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-29T05:49:29Z
Hero_w35503nf_3710_O,w35503nf,finished,5da3be8,num_valid_anchors,13325.5,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-29T06:03:29Z
Kangaroo_m3aquidt_10_O,m3aquidt,finished,5da3be8,num_valid_anchors,1760,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-29T07:57:06Z
Krull_otjw8tfq_10_O,otjw8tfq,finished,5da3be8,num_valid_anchors,6576.5,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-29T09:05:07Z
Alien_dbfro1ma_6010_X,dbfro1ma,finished,c2bb03c,num_valid_anchors,1110.5,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-29T09:19:55Z
Alien_i1tixf0v_6010_O,i1tixf0v,finished,c2bb03c,num_valid_anchors,938,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6010,2026-08-29T10:10:10Z
Amidar_garnayk0_6000_X,garnayk0,finished,c2bb03c,num_valid_anchors,130.35,False,N/A,N/A,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-29T10:15:01Z
KungFuMaster_z8em68fp_10_O,z8em68fp,finished,5da3be8,num_valid_anchors,30110,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,10,2026-08-29T10:57:27Z
Amidar_o3f8dl63_6000_O,o3f8dl63,finished,c2bb03c,num_valid_anchors,155.25,True,50000,50000,3000,20000,5000,retrieved,3.5,10,16,N/A,6000,2026-08-29T11:10:11Z
Frostbite_67q0miqi_10_O,67q0miqi,finished,52998f7,num_valid_anchors,2342,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-29T12:10:58Z
BattleZone_ju2qd1fn_2000_O,ju2qd1fn,finished,afd54fa,num_valid_anchors,8450,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2000,2026-08-29T13:07:38Z
BattleZone_dmbe839m_2010_O,dmbe839m,finished,afd54fa,num_valid_anchors,13450,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2010,2026-08-29T13:19:19Z
Frostbite_tngellvn_710_O,tngellvn,finished,52998f7,num_valid_anchors,2339.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,710,2026-08-29T13:51:56Z
Frostbite_jnm5qgxa_6000_X,jnm5qgxa,finished,abfcfe3,num_valid_anchors,2600.5,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-29T14:20:12Z
Frostbite_0rbujnfz_3710_O,0rbujnfz,finished,52998f7,num_valid_anchors,2662.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,3710,2026-08-29T15:07:29Z
Frostbite_omc2z0tv_6000_O,omc2z0tv,finished,abfcfe3,num_valid_anchors,2849,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-29T15:08:27Z
Frostbite_b6tiike0_6010_X,b6tiike0,finished,abfcfe3,num_valid_anchors,255,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-29T15:22:45Z
Frostbite_a52s90t6_6010_O,a52s90t6,finished,abfcfe3,num_valid_anchors,239,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-29T16:29:45Z
Qbert_7jaqxvrn_10_O,7jaqxvrn,finished,52998f7,num_valid_anchors,3023.75,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-29T16:43:01Z
Qbert_85knjc5e_1_O,85knjc5e,finished,52998f7,num_valid_anchors,2722.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,1,2026-08-29T18:10:29Z
UpNDown_zqns6cuq_6000_X,zqns6cuq,finished,abfcfe3,num_valid_anchors,6154.5,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-29T19:14:28Z
Qbert_mgs24g5r_3710_O,mgs24g5r,finished,52998f7,num_valid_anchors,2126.25,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,3710,2026-08-29T19:31:26Z
UpNDown_lebjg5r8_6000_O,lebjg5r8,finished,abfcfe3,num_valid_anchors,4632.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-29T20:22:47Z
UpNDown_aw6rxeff_6010_X,aw6rxeff,finished,abfcfe3,num_valid_anchors,6281.5,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-29T20:23:51Z
Krull_wyombx4j_2000_O,wyombx4j,finished,afd54fa,num_valid_anchors,4130,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2000,2026-08-29T20:35:46Z
Krull_85mhcl5v_2010_O,85mhcl5v,finished,afd54fa,num_valid_anchors,4845.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2010,2026-08-29T20:49:11Z
Alien_i45t75js_1_O,i45t75js,finished,52998f7,num_valid_anchors,1037,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,1,2026-08-29T21:00:31Z
UpNDown_p11rls6s_6010_O,p11rls6s,finished,abfcfe3,num_valid_anchors,6431,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-29T21:43:21Z
Amidar_um0ofzxh_1_O,um0ofzxh,finished,52998f7,num_valid_anchors,177,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,1,2026-08-29T22:20:57Z
Assault_wsvh6s06_1_O,wsvh6s06,finished,52998f7,num_valid_anchors,738.65,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,1,2026-08-29T23:49:51Z
UpNDown_qu3s1hkt_6020_X,qu3s1hkt,finished,abfcfe3,num_valid_anchors,3088,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6020,2026-08-30T00:12:58Z
Asterix_ng30pqrh_10_O,ng30pqrh,finished,52998f7,num_valid_anchors,595,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-30T01:12:42Z
UpNDown_ih444zjp_6020_O,ih444zjp,finished,abfcfe3,num_valid_anchors,2883,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6020,2026-08-30T01:22:23Z
Qbert_ivn8mnwf_6000_X,ivn8mnwf,finished,abfcfe3,num_valid_anchors,3125,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-30T01:53:47Z
Asterix_uqap5b8s_3710_O,uqap5b8s,finished,52998f7,num_valid_anchors,697.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,3710,2026-08-30T02:53:12Z
Qbert_be4xg7j1_6000_O,be4xg7j1,finished,abfcfe3,num_valid_anchors,3843.75,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-30T03:15:12Z
Alien_o1awi0qp_2000_O,o1awi0qp,finished,afd54fa,num_valid_anchors,608.5,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2000,2026-08-30T03:57:22Z
Boxing_a350gg6p_10_O,a350gg6p,finished,52998f7,num_valid_anchors,77.25,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-30T04:10:06Z
Assault_edb8zh4q_2000_O,edb8zh4q,finished,afd54fa,num_valid_anchors,683.85,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2000,2026-08-30T04:10:42Z
BattleZone_32qtx8zh_6000_X,32qtx8zh,finished,abfcfe3,num_valid_anchors,14200,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-30T05:12:55Z
Breakout_ngn9rx9q_10_O,ngn9rx9q,finished,52998f7,num_valid_anchors,12.2,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-30T05:49:42Z
BattleZone_xgr7qrd4_6000_O,xgr7qrd4,finished,abfcfe3,num_valid_anchors,11450,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6000,2026-08-30T06:50:30Z
BattleZone_lfyisoyd_6010_X,lfyisoyd,finished,abfcfe3,num_valid_anchors,8250,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-30T06:53:11Z
Breakout_m8g7xz9v_3710_O,m8g7xz9v,finished,52998f7,num_valid_anchors,13.4,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,3710,2026-08-30T07:08:49Z
BattleZone_w97knqln_6010_O,w97knqln,finished,abfcfe3,num_valid_anchors,8050,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,6010,2026-08-30T08:27:03Z
ChopperCommand_wd4cwi8h_710_O,wd4cwi8h,finished,52998f7,num_valid_anchors,1330,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,710,2026-08-30T08:45:49Z
BattleZone_01jhmfbo_6020_X,01jhmfbo,finished,abfcfe3,num_valid_anchors,8550,False,N/A,N/A,3000,20000,5000,half,3.5,10,16,N/A,6020,2026-08-30T10:08:10Z
ChopperCommand_dp9dke6f_3710_O,dp9dke6f,finished,52998f7,num_valid_anchors,1600,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,3710,2026-08-30T10:08:33Z
BankHeist_pi7ilqip_2000_O,pi7ilqip,finished,afd54fa,num_valid_anchors,154,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,2000,2026-08-30T11:19:17Z
CrazyClimber_hzzyv969_10_O,hzzyv969,finished,52998f7,num_valid_anchors,54950,True,50000,50000,3000,20000,5000,half,3.5,10,16,N/A,10,2026-08-30T11:43:02Z
